transcript_ID,transcript_name,gene_ID,sample_1092_PAM41667,sample_1131_PAM44580,sample_1163_PAM44604,sample_1186_PAM43869,sample_1218_PAM43779,sample_1271_PAM44815,sample_1291_PAG71816,sample_1304_PAM44487,sample_5292_PAG75292,sample_5295_PAG77944,sample_5356_PAM42933,sample_579_PAG75663
ESPRESSO:chr18:13729:5,NA,ENSG00000134440.12,1.93,0.1,3.37,1.3,2.04,3.84,2.85,0,1.01,1.13,0.05,3.03
ESPRESSO:chr18:13729:8,NA,ENSG00000134440.12,6.18,13.73,12.19,4.25,6.3,22.21,10.43,1,11.73,14.04,7,9.65
ESPRESSO:chr18:13729:7,NA,ENSG00000134440.12,0,0.1,1.17,0.91,1.3,1.7,0,0,2.41,1.34,0.05,1.36
ESPRESSO:chr18:13730:10,NA,ENSG00000267040.8,1.87,0,0.92,3.14,1.5,0.81,0.74,1.45,1.75,0.16,0,0.23
ESPRESSO:chr18:13732:10,NA,NA,1.87,2.42,0.43,0.85,0.43,0.81,0.21,2.42,0.37,0.66,4.17,0.15
ESPRESSO:chr18:13733:4,NA,NA,1.87,2.42,0.43,0.85,0.43,0.81,0.21,2.42,0.37,0.66,4.17,0.15
ENST00000676223.1,NEDD4L-258,ENSG00000049759.20,6.11,16.91,1.05,1.44,6.44,11.45,5.94,6.38,5,5.93,16.89,9.86
ENST00000675244.1,NEDD4L-250,ENSG00000049759.20,4.9,3.38,0.55,0.36,0.75,3.51,2.63,1.94,3.22,2.63,4.17,3.12
ENST00000617539.1,NEDD4L-237,ENSG00000049759.20,0.43,6.77,0.31,0.24,1.82,0.09,1.79,0,0.83,1.15,2.92,1.07
ENST00000456173.6,NEDD4L-208,ENSG00000049759.20,10.2,2.2,0.12,0.74,3.81,6.86,3.17,0,6.65,5.24,0,4.71
ENST00000590506.1,NEDD4L-229,ENSG00000049759.20,0,3.46,0.67,0,0.32,0.81,1.58,0,0.46,0.82,2.09,0.84
ENST00000588712.5,NEDD4L-224,ENSG00000049759.20,1.59,0.99,0.25,0,0.64,1.44,0.42,0,0.55,2.3,0.83,0.53
ESPRESSO:chr18:13745:32,NA,ENSG00000074657.14,0,0.34,2.73,0,0.53,0.63,1.05,0.07,0.55,1.32,0,0.62
ENST00000509791.7,SEC11C-202,ENSG00000166562.9,0.44,0,2.52,0.48,3,0.99,2.22,0,1.02,1.82,0,0.53
ENST00000587834.6,SEC11C-204,ENSG00000166562.9,139.13,50.31,410.18,59.78,243.35,198.93,292.17,97.46,289.72,176.86,14.74,227.56
ENST00000591406.1,SEC11C-206,ENSG00000166562.9,38.29,38.53,35.69,11.28,27.39,26.1,20.14,30.72,24.56,6.43,17.82,28.87
ENST00000588875.2,SEC11C-205,ENSG00000166562.9,7.6,5.8,17.11,3.58,11.48,14.76,33.9,1.46,18.37,15.55,1.45,14.05
ENST00000585864.1,SEC11C-203,ENSG00000166562.9,1.46,0.24,5.89,1.21,5.46,5.14,4.44,0.48,4.62,4.29,0,4.64
ENST00000299714.7,SEC11C-201,ENSG00000166562.9,5.09,1.58,3.75,0.56,2.25,7.74,0.79,5.02,2.87,1.84,0,2.89
ESPRESSO:chr18:13748:8,NA,ENSG00000166562.9,0.84,0,3.34,0.33,1.82,1.64,2.42,1.55,1.96,0.6,0,1.27
ESPRESSO:chr18:13748:9,NA,ENSG00000166562.9,0.63,0,1.14,0.66,0.78,0.65,0.84,0,0.46,1.19,0,0.78
ESPRESSO:chr18:13748:22,NA,ENSG00000166562.9,3.1,0,0.91,0,1.56,3.04,3.7,0,1.64,1.07,0,3.11
ESPRESSO:chr18:13748:10,NA,ENSG00000166562.9,0.77,0,1.73,0.38,0.71,1.33,1.14,1.91,1.63,0.85,0,0.96
ESPRESSO:chr18:13748:4,NA,ENSG00000166562.9,1.91,0,5.4,0.48,1.07,1.71,6.24,0,5.27,2.64,0,2.36
ENST00000251047.6,LMAN1-201,ENSG00000074695.6,0,0,3.31,0.48,1.17,0.72,2.42,0.24,2.55,2.3,0,0.53
ESPRESSO:chr18:13771:15,NA,NA,0.58,2.9,0.55,0.6,0.11,0.9,0.84,10.17,0.37,2.14,4.59,0.69
ESPRESSO:chr18:13771:11,NA,NA,0,4.35,0.25,0.6,0.32,1.53,0.95,3.39,0.46,2.3,1.25,0.3
ENST00000536675.2,CDH20-202,ENSG00000101542.10,1.15,3.38,1.23,0,0.01,0.46,0.96,0,0,1.12,0.42,1.19
ESPRESSO:chr18:13772:6,NA,NA,0,4.35,0.25,0.6,0.32,1.53,0.95,3.39,0.46,2.3,1.25,0.3
ESPRESSO:chr18:13772:10,NA,NA,0.58,2.9,0.55,0.6,0.11,0.9,0.84,10.17,0.37,2.14,4.59,0.69
ENST00000586949.1,ENST00000586949,ENSG00000267279.3,0.86,0.97,1.47,40.4,0.85,2.16,3.37,0,0.46,0.99,0.21,0.38
ESPRESSO:chr18:13777:5,NA,ENSG00000134444.15,3.75,1.45,1.78,1.09,2.4,7.12,4.95,2.91,4.97,0.66,3.75,4.26
ESPRESSO:chr18:13782:15,NA,ENSG00000141664.10,0.72,0,0.8,0,0.64,0.27,1.9,0,1.28,1.46,0.83,1.6
ENST00000262719.10,PHLPP1-201,ENSG00000081913.14,3.89,6.29,24.87,1.21,13.56,5.49,20.75,21.79,13.88,31.54,19.18,6.78
ENST00000645214.2,KDSR-212,ENSG00000119537.18,1.01,1.93,8.68,3.51,6.18,1.82,4.42,0.73,3.78,5.93,0.21,4.57
ENST00000588089.1,KDSR-206,ENSG00000119537.18,0.72,1.93,2.39,0.6,0.75,0.54,1.05,0,0.92,0.33,1.67,0.46
ENST00000701375.1,KDSR-DT-202,ENSG00000267390.3,1.59,0,1.9,1.57,0.64,0.72,0.53,1.45,2.03,0.49,2.5,1.22
ENST00000589905.2,KDSR-DT-201,ENSG00000267390.3,22.05,7.25,31.86,30.12,26.06,20.54,27.8,14.53,31.88,14.48,24.19,21.85
ENST00000591519.1,VPS4B-207,ENSG00000119541.10,0.58,2.47,0.49,0.49,0.99,0.37,0.21,2.53,0.74,0.66,0,0.08
ENST00000238497.10,VPS4B-201,ENSG00000119541.10,4.4,7.56,8.52,10.64,12.38,5.14,10.42,8.83,9.95,7.24,11.67,5
ESPRESSO:chr18:13788:6,NA,ENSG00000119541.10,0,7.56,0,0,1.95,3.59,0,2.1,0,0,11.67,7.41
ENST00000408945.5,HMSD-201,ENSG00000221887.6,1.44,0,19.48,4.72,1.6,3.6,6.74,0,6.54,2.8,0,1.29
ENST00000581987.1,ENST00000581987,ENSG00000263720.1,0.29,0.48,0.18,0,0.32,0.63,0.42,1.45,0.83,1.15,5,0.53
ENST00000540086.5,CDH19-203,ENSG00000071991.9,0.43,2.4,0.41,0,0.02,0.55,1.32,3.39,1.06,1.48,3.13,0
ENST00000262150.7,CDH19-201,ENSG00000071991.9,0.43,2.4,6.54,0,2.62,0.55,1.32,3.39,1.06,1.48,3.13,1.14
ESPRESSO:chr18:13807:5,NA,NA,0.72,1.45,0.61,0,0.32,0.27,0.95,0.97,0.64,0.66,0.42,0.15
ESPRESSO:chr18:13807:8,NA,NA,0.29,0.97,0.74,0.12,0.43,0.27,0.84,0,0.37,1.65,1.25,1.07
ESPRESSO:chr18:13807:4,NA,NA,1.3,1.45,1.16,0,1.28,0.9,1.16,2.42,0.83,1.32,1.25,0.84
ESPRESSO:chr18:13807:7,NA,NA,1.15,3.38,0.74,0,0.43,0.54,0.63,1.94,0.64,1.48,2.5,0.84
ESPRESSO:chr18:13808:2,NA,NA,0.72,1.45,0.61,0,0.32,0.27,0.95,0.97,0.64,0.66,0.42,0.15
ESPRESSO:chr18:13808:5,NA,NA,0.29,0.97,0.74,0.12,0.43,0.27,0.84,0,0.37,1.65,1.25,1.07
ESPRESSO:chr18:13808:1,NA,NA,1.3,1.45,1.16,0,1.28,0.9,1.16,2.42,0.83,1.32,1.25,0.84
ESPRESSO:chr18:13808:4,NA,NA,1.15,3.38,0.74,0,0.43,0.54,0.63,1.94,0.64,1.48,2.5,0.84
ENST00000299608.7,TMX3-201,ENSG00000166479.10,0,0.48,0.98,0,0.32,0.91,0.84,0.97,0.05,0.16,1.25,1.6
ESPRESSO:chr18:13819:10,NA,ENSG00000150636.17,0.29,0.97,1.78,0.36,1.43,1.62,0.84,0,2.35,1.98,3.34,1.75
ENST00000382713.10,DOK6-201,ENSG00000206052.11,0.14,3.38,0.06,0,1.92,0.81,0.26,0.48,0.74,0.49,2.5,1.37
ESPRESSO:chr18:13824:2,NA,ENSG00000176225.15,1.87,0.97,2.51,0.48,5.34,1.8,2.74,0,3.87,3.62,2.09,1.83
ESPRESSO:chr18:13835:0,NA,NA,0,6.29,1.47,0.97,0.64,1.44,0.42,11.62,0,4.11,2.09,0.38
ENST00000580564.1,NETO1-DT-202,ENSG00000263958.4,0.86,1.93,0.92,0.24,3.31,2.43,0.42,1.94,3.13,2.8,1.25,4.26
ENST00000664848.1,NETO1-DT-203,ENSG00000263958.4,2.88,4.35,0,0,2.88,2.43,1.69,1.45,1.47,3.29,1.67,1.75
ENST00000578967.3,NETO1-DT-201,ENSG00000263958.4,5.91,1.45,0,0,3.74,7.01,1.26,0,4.79,2.47,0.83,4.32
ENST00000687839.2,NETO1-DT-204,ENSG00000263958.4,2.88,0.97,0.18,0.48,6.83,2.97,6,0.97,3.22,3.79,2.09,3.96
ESPRESSO:chr18:13845:2,NA,NA,1.15,0,0.12,0,1.71,0.81,0,3.39,1.01,2.8,1.67,3.2
ESPRESSO:chr18:13847:3,NA,NA,4.61,14.99,0,2.66,1.6,6.03,7.69,0,4.97,0,45.87,2.97
ESPRESSO:chr18:13848:2,NA,NA,4.61,14.99,0,2.66,1.6,6.03,7.69,0,4.97,0,45.87,2.97
ENST00000584425.1,FBXO15-212,ENSG00000141665.13,1.73,0.97,1.59,0.6,0.96,0.45,0.53,0.48,2.12,0.82,0,2.21
ENST00000419743.7,FBXO15-201,ENSG00000141665.13,0.79,0.32,0.8,0.6,2.27,0,0.63,0.48,1.47,1.77,0,0.64
ENST00000584925.1,TIMM21-206,ENSG00000075336.12,1.01,0.48,3.13,1.46,3.52,2.35,2.53,2.91,2.76,1.65,0,2.82
ENST00000169551.11,TIMM21-201,ENSG00000075336.12,21.22,5.32,46.08,14.66,36.94,43.74,52.4,13.56,40.35,37.64,0.83,29.64
ESPRESSO:chr18:13853:8,NA,ENSG00000075336.12,0.46,0,2.38,0.71,2.06,0,0.95,0,2.3,0,0,0.6
ESPRESSO:chr18:13853:3,NA,ENSG00000075336.12,0.46,0,0.81,0.13,0.86,0.63,1.49,0,0.76,0.67,0,0.85
ESPRESSO:chr18:13853:5,NA,ENSG00000075336.12,0,0,2.11,1.6,2.2,1.71,3.34,0,1.51,2.27,0,0.8
ENST00000397914.4,CYB5A-203,ENSG00000166347.19,1.01,0,1.42,2.56,0.21,0.72,0.85,0,0.46,0.34,0,0.93
ENST00000340533.9,CYB5A-202,ENSG00000166347.19,25.79,7.25,117.59,187.94,57.53,63.23,113.76,15.98,68.2,45.36,3.75,63.33
ENST00000580678.5,CYB5A-206,ENSG00000166347.19,0.15,0,1.62,3.59,1.01,0.99,2.58,0,0.76,1.35,0,2
ESPRESSO:chr18:13855:4,NA,ENSG00000166347.19,0.72,0,2.82,4.96,1.07,0.9,3.69,0,1.38,1.32,0,2.13
ESPRESSO:chr18:13855:5,NA,ENSG00000166347.19,3.6,1.45,18.72,33.06,8.46,10,19.07,1.94,9.4,8.41,0,8.9
ENST00000343998.8,DIPK1C-201,ENSG00000187773.9,2.17,0,12.94,0.24,7,5.04,2.37,4.84,3.87,2.13,0,2.51
ESPRESSO:chr18:13860:2,NA,NA,0.72,0.97,2.02,0,1.28,0.45,1.05,0,1.47,0,0,0.84
ENST00000582666.5,CNDP2-219,ENSG00000133313.15,0.99,5.41,0.57,0.17,1.28,0.88,0,4.31,0.6,0.2,0.01,0.28
ENST00000584768.5,CNDP2-228,ENSG00000133313.15,2,3.88,1.09,1.83,0.82,0.71,0.49,8.71,0.2,0.21,0.01,0.76
ENST00000579847.5,CNDP2-209,ENSG00000133313.15,16.34,12.65,33.16,4.49,24.77,19.91,14.77,22.58,9.67,4.67,31.26,18.04
ENST00000583399.5,CNDP2-222,ENSG00000133313.15,8.26,16.94,1.89,2.27,2.96,1.87,3.17,8.49,3.45,3.92,25.53,2
ENST00000324262.9,CNDP2-201,ENSG00000133313.15,22.18,38.98,67.93,16.38,48.52,52.98,45.99,18.57,54.45,65.3,12.38,35.42
ENST00000580229.1,CNDP2-210,ENSG00000133313.15,0,1.93,4.9,1.33,2.99,0.99,9.58,0.97,3.32,5.6,3.75,3.12
ESPRESSO:chr18:13862:10,NA,ENSG00000133313.15,2.91,0,1.73,2.8,1.47,1.67,0,2.35,0.33,1.95,0.03,1.72
ENST00000584004.5,CNDP1-205,ENSG00000150656.15,0.38,3.87,38.47,0.04,4.31,7.06,4.79,0.16,3.47,12.48,0,6.29
ENST00000358821.8,CNDP1-201,ENSG00000150656.15,4.54,0,314.71,0.04,48.57,42.02,27.91,6.1,44.32,70.45,4.33,31.31
ESPRESSO:chr18:13863:17,NA,ENSG00000150656.15,0,0,7.12,0.04,1.8,0.59,0.58,2.48,0.16,1.86,4.33,0.91
ESPRESSO:chr18:13863:22,NA,ENSG00000150656.15,0.41,0,5.34,0.04,0,0.99,0.53,6.1,1.02,2.42,4.33,1.16
ESPRESSO:chr18:13864:0,NA,NA,0.14,3.87,0.43,1.33,0.32,0.18,1.37,0,0,1.15,4.17,0.76
ENST00000581996.3,ZNF516-AS1-201,ENSG00000265778.4,1.3,2.9,0.49,2.42,1.07,0.99,2.74,0,0.28,0,1.25,0
ESPRESSO:chr18:13898:10,NA,ENSG00000130856.18,0.14,2.9,0.25,0.48,0.85,0.09,0.74,0.48,0.83,1.32,0,0.76
ENST00000490319.1,MBP-220,ENSG00000197971.16,12.68,1.45,311.64,2.66,233.34,42.87,60.24,8.72,82.55,116.53,7.09,102.11
ENST00000484548.6,MBP-218,ENSG00000197971.16,1.3,0,54.51,0,14.51,5.76,4.63,1.94,2.3,6.25,0,2.97
ENST00000397866.8,MBP-208,ENSG00000197971.16,25.04,2.42,4819.48,14.23,2053.5,216.59,331.61,40.62,509.01,793,5.42,685.69
ENST00000397865.9,MBP-207,ENSG00000197971.16,29.26,3.87,1737.51,19.72,1221.36,176.37,674.25,9.2,508.71,1197.87,4.59,318.9
ENST00000528160.1,MBP-230,ENSG00000197971.16,0.07,0,13.34,0,5.34,1.08,1.47,0,2.34,4.54,0,0.87
ENST00000359645.7,MBP-203,ENSG00000197971.16,0,0,4.2,0,5.59,1.32,6.96,0,2.86,7.74,0,1.69
ENST00000382582.7,MBP-204,ENSG00000197971.16,1.6,0,28.89,0.14,18.37,0.71,5.05,0,8.2,9.05,0,6.49
ENST00000467108.1,MBP-214,ENSG00000197971.16,0,0,9.25,0,4.38,0.9,2.11,0,2.21,3.13,2.5,1.68
ENST00000673800.1,MBP-249,ENSG00000197971.16,0.5,0.48,8.61,0.36,5.29,1.26,0.53,0.73,1.15,1.81,2.29,2.25
ENST00000482445.5,MBP-216,ENSG00000197971.16,0.5,0.48,8.61,0.36,5.29,1.26,0.53,0.73,1.15,1.81,2.29,2.25
ESPRESSO:chr18:13899:9,NA,NA,1.59,0,3,0,1.28,1.08,1.47,0,0,0.99,0,0.08
ESPRESSO:chr18:13899:131,NA,ENSG00000197971.16,0,0,16.55,0,4.7,0.32,1.49,1.03,1.15,2.55,0,1.9
ESPRESSO:chr18:13899:134,NA,ENSG00000197971.16,0.17,0,20.07,0.14,6.61,0.86,1.31,0,1.94,3.11,0,3.23
ESPRESSO:chr18:13899:110,NA,ENSG00000197971.16,0.07,0,20.29,0.48,4.45,1.08,1.18,0,2.34,7.37,0,1.74
ESPRESSO:chr18:13899:57,NA,NA,1.01,1.93,6.68,0.24,1.92,0.81,0.32,1.45,0.74,2.8,0,1.45
ESPRESSO:chr18:13899:157,NA,ENSG00000197971.16,2.45,0,208.1,1.57,105.72,13.51,44.76,1.45,33.99,86.24,0,30.76
ESPRESSO:chr18:13899:117,NA,ENSG00000197971.16,0.3,0,14.37,0,8.51,1.18,5.95,0,3.89,9.11,0,1.99
ESPRESSO:chr18:13899:111,NA,ENSG00000197971.16,0.07,0,14.5,0,1.78,0.81,0.59,1.45,0.39,4.54,0,2.83
ESPRESSO:chr18:13899:155,NA,ENSG00000197971.16,0.86,0,20.7,0,0,0.72,2.84,0.81,4.26,0,0,7.31
ESPRESSO:chr18:13899:133,NA,ENSG00000197971.16,0,0,24.91,0,10.35,0.91,2.13,0,3.45,3.33,0.42,2.85
ESPRESSO:chr18:13899:144,NA,ENSG00000197971.16,0.11,0.07,169.81,0.1,45.23,9.63,7.43,0,26.77,30.72,0,16.14
ESPRESSO:chr18:13899:91,NA,NA,0,0,17.7,0,4.49,0.54,2.84,0,1.66,3.46,0,1.22
ESPRESSO:chr18:13899:35,NA,NA,0,0,6.25,0,0.96,1.08,0.21,1.45,1.2,1.15,0,0.91
ESPRESSO:chr18:13899:116,NA,ENSG00000197971.16,0,0,5.66,0,3.8,0.95,2.76,0,1.82,3.26,0,1.16
ESPRESSO:chr18:13899:159,NA,ENSG00000197971.16,0.15,0,86.41,0.37,31.35,4.16,6.48,0,8.09,14.14,0.42,11.89
ESPRESSO:chr18:13899:0,NA,NA,0.29,0,12.8,0.12,3.84,0.9,0.32,0.97,0.83,0.99,0,1.68
ESPRESSO:chr18:13899:151,NA,ENSG00000197971.16,0.11,0.07,77.03,0.1,23.88,0,10.67,3.39,4.19,3.37,0,2.77
ESPRESSO:chr18:13899:51,NA,NA,0,0.48,4.59,0,2.78,1.71,0.63,0,2.3,2.14,0.83,2.13
ESPRESSO:chr18:13899:132,NA,ENSG00000197971.16,0.44,0,34.68,0,14.73,1.28,2.22,0,4.08,6.82,0,5.29
ENST00000583511.3,LINC01896-207,ENSG00000263146.3,3.03,4.35,1.29,0,19.97,2.88,24.86,7.75,9.67,17.78,3.34,4.49
ENST00000575722.1,LINC01896-206,ENSG00000263146.3,0,0,0.49,0.12,1.92,0,2.63,1.45,0.83,0.66,0,1.22
ESPRESSO:chr18:13918:22,NA,ENSG00000166377.21,0.14,0,1.23,0.24,1.82,1.62,2,0,0.74,2.14,0,1.83
ENST00000590599.2,CTDP1-205,ENSG00000060069.18,0,0.97,0.25,0.6,1.71,1.53,0.53,1.45,1.75,1.98,2.09,0.76
ESPRESSO:chr18:13924:2,NA,ENSG00000060069.18,0.86,12.09,0.74,2.42,3.95,0.9,3.26,9.2,1.01,3.46,12.09,2.59
ESPRESSO:chr18:13928:10,NA,ENSG00000122490.19,1.59,0.97,0.37,0.73,0.96,0.72,0.84,0,1.75,0.33,3.75,1.75
ENST00000592957.1,TXNL4A-212,ENSG00000141759.15,2.29,1.45,0.92,0,2.35,0.66,4.74,0,4.79,3.29,0.42,2.13
ENST00000585474.5,TXNL4A-203,ENSG00000141759.15,65.87,16.44,18.87,12.46,43.89,84.3,48.45,21.79,69.46,45.26,22.52,76.64
ENST00000592837.1,TXNL4A-211,ENSG00000141759.15,41.08,10.64,21.14,17.66,14.63,16.21,15.69,10.17,16.95,19.59,30.86,15.69
ENST00000451882.3,HSBP1L1-201,ENSG00000226742.4,0.09,1.45,0.97,7.26,7.93,3.6,6.55,2.91,6.07,9.54,1.25,2.52
ENST00000269601.10,TXNL4A-201,ENSG00000141759.15,30.27,13.05,25.61,16.57,21.89,26.75,19.27,8.72,16.12,23.54,20.85,30
ENST00000588162.1,TXNL4A-208,ENSG00000141759.15,6.77,1.45,1.23,0,5.77,4.05,2.63,2.91,1.29,1.81,3.75,2.82
ENST00000587347.1,HSBP1L1-202,ENSG00000226742.4,2.16,0.97,1.59,5.08,5.77,3.87,4.53,1.45,6.36,6.91,2.09,3.27
ESPRESSO:chr18:13930:26,NA,NA,14.56,2.42,2.51,0.97,6.41,9.91,6.32,4.84,5.71,5.76,2.5,11.12
ESPRESSO:chr18:13930:32,NA,ENSG00000141759.15,0.81,1.93,3.97,1.61,3.36,5.44,3.69,0.48,4.7,5.1,0.28,3.55
ESPRESSO:chr18:13930:31,NA,ENSG00000141759.15,0.86,0.29,0.86,0.6,1.87,4.15,0.04,0.97,3.32,3.27,0.92,4.46
ESPRESSO:chr18:13930:28,NA,ENSG00000141759.15,1.15,0.97,0.37,0,0.96,2.34,0.32,0,1.01,1.15,0,1.07
ENST00000306735.10,RBFA-202,ENSG00000101546.13,3.03,0,1.59,3.75,8.07,5.31,5.36,1.94,8.21,4.94,0,5.09
ENST00000586304.1,ENST00000586304,ENSG00000267032.1,0.72,1.93,0,0.48,0.21,0.63,0.84,3.39,0,1.65,4.59,0.15
ENST00000623380.1,ENST00000623380,ENSG00000279319.1,0,6.77,0.37,1.45,0.32,0.36,0.21,0.97,1.38,0.99,4.59,0.99
ENST00000589795.1,ENST00000589795,ENSG00000267199.1,337.56,545.39,77.07,52.98,196.39,194.28,180.2,433.88,213.74,282.76,459.58,193.25
ENST00000580193.1,SNX19P3-201,ENSG00000264570.1,4.76,29.98,3.19,10.89,4.59,4.5,6.21,39.71,4.51,18.76,23.35,2.36
ENST00000623844.1,ENST00000623844,ENSG00000279479.1,0.14,4.35,0.8,1.57,0.75,0.36,0.53,2.91,0.92,0.82,0.42,0.91
ENST00000623524.1,ENST00000623524,ENSG00000278986.1,1.73,8.7,0.74,2.54,2.03,1.26,1.9,12.11,2.95,2.14,11.68,1.29
ENST00000591183.1,ENST00000591183,ENSG00000267724.1,242.68,371.79,56.74,79.64,128.01,96.87,50.6,241.11,101.12,115.35,312.3,131.48
ENST00000586389.1,ENST00000586389,ENSG00000267655.1,2.31,1.93,0.12,0.36,0,1.17,0.74,1.94,1.38,0.16,2.09,0.3
ENST00000613153.1,ENST00000613153,ENSG00000274918.1,0,1.93,0,0.73,0.53,1.17,1.26,0,1.01,1.15,1.67,0.46
ENST00000579200.1,ZNF407-204,ENSG00000215421.10,33.44,40.13,12.07,15.85,23.28,19,21.59,26.63,21.74,21.4,38.37,26.65
ENST00000489915.1,RPL6P27-201,ENSG00000235552.6,14.27,10.64,13.36,12.34,9.4,8.56,6.53,11.14,8.75,8.06,11.26,9.75
ENST00000579805.1,ENST00000579805,ENSG00000263970.1,43.67,71.56,5.45,25.28,35.88,14.23,16.32,47.94,18.33,31.77,52.55,22.39
ENST00000586523.1,ATP5F1A-204,ENSG00000152234.16,535.46,767.8,56.67,192.69,385.2,251.47,230.97,562.69,269.93,382.83,883.29,329.31
ENST00000589444.1,PTPN2-209,ENSG00000175354.20,15.42,18.86,8.39,23.83,14.63,19.09,17.48,15.5,16.31,19.75,12.93,8.22
ENST00000565978.1,ENST00000565978,ENSG00000259985.1,0.72,3.87,0.25,0.73,3.1,0.72,1.9,1.94,6.63,1.98,3.34,5.18
ENST00000299766.5,MC4R-201,ENSG00000166603.5,16.86,7.74,0.25,0,8.54,5.22,3.16,0.48,9.4,5.93,8.76,11.8
ENST00000581670.1,MTCL1-215,ENSG00000168502.18,59.67,115.07,9.37,4.11,37.06,45.75,26.44,70.21,58.69,57.28,77.57,45.53
ENST00000332567.6,ELOA2-201,ENSG00000206181.7,0.43,2.9,0.43,0.85,0,0.63,1.37,1.94,0.18,3.46,0.42,0
ENST00000623277.1,LIPG-207,ENSG00000101670.12,3.03,9.19,1.72,11.85,4.49,0.27,1.58,7.26,1.38,9.55,5,1.98
ENST00000690261.1,ENST00000690261,ENSG00000285940.4,2.16,2.42,0,0,1.5,1.08,0.95,0.48,1.84,0.66,5.42,1.37
ENST00000624305.1,ENST00000624305,ENSG00000278911.1,3.32,12.57,0.98,1.21,0.85,3.33,0.95,6.3,1.2,4.77,5.84,0.99
ENST00000592416.1,MEX3C-203,ENSG00000176624.12,0.14,2.42,0.43,0.85,1.17,0.18,1.79,7.75,0.18,4.77,1.25,0.84
ENST00000580420.2,ENST00000580420,ENSG00000263823.2,7.49,6.77,1.96,0.85,6.94,8.11,7.79,5.81,7.37,3.13,5,5.41
ENST00000589292.1,ENTR1P1-201,ENSG00000256704.3,3.17,4.35,0.49,0.24,0.85,0.63,0.42,1.45,0.55,0.66,5.84,0
ENST00000701402.1,ENST00000701402,ENSG00000289891.1,0.14,0.48,0.86,2.18,2.35,0.63,1.98,0,2.86,1.81,3.34,0.91
ENST00000590571.1,HSBP1L1-204,ENSG00000226742.4,36.61,42.55,11.76,45.24,41.44,24.41,29.81,38.25,22.66,40.65,54.63,27.11
ENST00000684974.1,ENST00000684974,ENSG00000288800.1,0.29,1.93,6.19,0,0.32,0.81,1.05,0.48,0.74,1.65,2.5,0.3
ENST00000610185.2,ENST00000610185,ENSG00000273355.2,4.04,0.48,0.86,2.78,1.28,1.26,3.05,3.39,2.49,3.95,0,1.14
ENST00000573177.2,DLGAP1-AS2-202,ENSG00000262001.3,7.21,8.7,4.72,2.9,8.01,1.53,7.9,12.59,2.4,9.71,13.76,3.5
ENST00000585263.1,CNDP2-229,ENSG00000133313.15,0.14,3.38,0.92,0.48,1.17,0.54,1.69,9.68,0,2.3,0.42,0.53
ENST00000624049.1,ENST00000624049,ENSG00000278971.1,2.02,13.54,0.61,2.18,1.6,1.8,1.05,16.46,1.84,2.3,13.35,0.38
ENST00000589715.1,ENST00000589715,ENSG00000267651.1,4.9,8.22,0.43,2.3,4.27,2.16,0.74,11.62,3.87,5.6,8.34,4.57
ENST00000585877.1,ENST00000585877,ENSG00000267249.1,2.88,6.29,0.98,1.57,1.5,0.9,1.26,3.87,2.4,2.14,0.42,2.89
ENST00000391403.4,CTAGE1-201,ENSG00000212710.5,0.43,13.54,2.08,5.81,1.5,4.41,2,17.92,3.13,3.95,10.01,2.13
ENST00000591258.1,MTCO2P2-201,ENSG00000267541.1,1.01,1.45,0.86,0.36,0.75,0.27,1.79,1.45,1.47,4.28,3.75,0.53
ENST00000591780.1,ADGRA3P1-202,ENSG00000256616.3,4.9,3.38,0.18,2.66,1.92,3.24,1.05,5.81,2.03,0.99,2.09,2.36
ENST00000581802.1,PGDP1-201,ENSG00000265273.1,0.43,1.45,0.37,0.6,0.11,0.18,0.74,6.78,1.38,2.14,0.42,0
ENST00000588679.1,RNF165-205,ENSG00000141622.14,0,1.45,0.43,1.09,0.64,0.81,0.63,2.42,0,4.77,0,0.08
ENST00000580891.1,ENST00000580891,ENSG00000266805.1,3.46,6.29,0.43,4.72,1.82,2.52,0.95,10.17,0.92,6.09,4.17,0.91
ENST00000584299.1,ENST00000584299,ENSG00000265240.1,0,6.77,0.8,4.48,0.32,1.53,1.47,5.81,0.18,1.48,13.76,0.91
ENST00000622010.1,ENST00000622010,ENSG00000278107.1,7.06,22.24,1.59,3.63,2.46,1.44,3.37,8.72,6.26,0.33,13.76,2.44
ENST00000588861.1,HDHD2-206,ENSG00000167220.12,15.61,8.72,8.44,5.75,12.63,8.33,11.33,20.38,7.78,9.74,10.91,14.79
ENST00000593078.1,ENST00000593078,ENSG00000266965.1,1.01,1.93,0.55,2.06,0.75,0.63,0.42,4.36,0.46,0.66,6.67,1.14
ENST00000624814.1,ENST00000624814,ENSG00000279811.1,0,3.87,3.61,2.18,2.14,0.72,0.84,4.36,1.29,5.93,2.5,2.06
ENST00000616300.1,ENST00000616300,ENSG00000276282.1,1.3,3.38,0.25,0,1.6,0.18,1.26,3.39,2.3,2.47,4.59,3.5
ENST00000623680.1,C18orf15-201,ENSG00000279020.1,1.44,1.93,0.86,0.97,0.43,0.45,0.53,2.42,0.18,0.33,0.83,0.3
ENST00000616901.1,ENST00000616901,ENSG00000278000.1,3.03,0,2.51,0.36,2.88,6.39,3.69,0.48,1.2,2.47,4.59,1.52
